,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales,Item_Type_Baking Goods,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Outlet_Identifier_OUT010,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Size_Unknown,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Forecasted_Sales,Deviation,Inventory_Status
3611,NCF43,8.51,0,0.052239735,141.947,2007,2004.058,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2372.884553408351,-368.8265534083512,Out of Stock
3612,NCY42,6.38,0,0.015149955,144.047,1987,3149.234,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2414.8237496336333,734.4102503663667,Excess Stock
3613,NCZ06,12.857645184135976,0,0.09370568,253.8698,1985,3297.7074,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5455.183336213379,-2157.4759362133796,Out of Stock
3614,FDB29,16.7,1,0.052401766,115.1176,2004,1488.7288,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1996.9861252452374,-508.2573252452373,Out of Stock
3615,FDL28,10.0,1,0.063121982,231.7668,1987,460.7336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3804.260911030927,-3343.527311030927,Out of Stock
3616,FDF57,14.5,1,0.058946687,168.6448,2002,2897.5616,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2728.204776754308,169.35682324569188,Excess Stock
3617,FDE44,14.65,0,0.171245426,50.3692,1987,591.2304,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,868.4776418210017,-277.2472418210017,Out of Stock
3618,FDU33,12.857645184135976,1,0.134057426,45.3402,1985,918.804,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2185.791519199591,-1266.9875191995911,Out of Stock
3619,FDA08,11.85,1,0.050368454,163.8526,2007,1808.9786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2819.6068110063325,-1010.6282110063325,Out of Stock
3620,NCC06,19.0,0,0.026986367,127.1336,1997,2812.3392,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2032.7838537489633,779.5553462510366,Excess Stock
3621,FDO32,6.36,0,0.120543611,45.806,1997,1165.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,747.1924371307725,417.95756286922756,Excess Stock
3622,FDU39,18.85,0,0.036037952,58.4562,1997,711.0744,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,908.1110224772601,-197.03662247726015,Out of Stock
3623,NCK18,9.6,0,0.006725388,165.9184,2009,2972.1312,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2417.454530870644,554.676669129356,Excess Stock
3624,FDI26,5.94,0,0.034940979,177.3344,1999,1605.9096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2979.2967539608826,-1373.3871539608826,Out of Stock
3625,DRE37,13.5,0,0.094219593,189.9872,1997,1323.6104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2952.735134810807,-1629.1247348108068,Out of Stock
3626,NCN26,10.85,0,0.048004263,117.5808,1998,351.5424,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-25.810588197045718,377.3529881970457,Excess Stock
3627,FDS16,15.15,1,0.066164431,147.376,2004,2197.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2502.4575482612754,-305.31754826127553,Out of Stock
3628,FDE40,15.6,1,0.0,62.4194,2009,804.9522,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,731.9570576915235,72.99514230847649,Excess Stock
3629,FDP03,5.15,1,0.0,122.9388,2007,2105.2596,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2146.506860968719,-41.247260968719274,Out of Stock
3630,FDA27,20.35,1,0.030975716,253.9672,1999,3068.0064,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,4116.710114120929,-1048.7037141209285,Out of Stock
3631,FDJ12,8.895,1,0.039101813,208.8296,1999,5400.9696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3519.2321695347964,1881.737430465204,Excess Stock
3632,FDT03,21.25,0,0.010039493,181.7608,2009,1102.5648,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2613.4336705866695,-1510.8688705866693,Out of Stock
3633,FDF50,4.905,0,0.117308165,195.7768,2004,2956.152,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3235.5998658366298,-279.4478658366297,Out of Stock
3634,FDC51,10.895,1,0.009641375,124.173,2002,1601.249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1908.5926234274684,-307.3436234274684,Out of Stock
3635,NCL55,12.857645184135976,0,0.113212516,254.604,1985,759.012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2100.226700756826,-1341.2147007568262,Out of Stock
3636,FDZ23,17.75,1,0.067490036,185.224,2004,6338.416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3122.693415501064,3215.722584498936,Excess Stock
3637,FDW24,6.8,0,0.037573095,50.2034,2002,1166.4816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,757.0593996461861,409.422200353814,Excess Stock
3638,FDH21,10.395,0,0.031219108,156.9604,2004,4595.3516,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2985.9244914352157,1609.4271085647842,Excess Stock
3639,NCQ41,14.8,0,0.032606181,193.5794,1998,390.1588,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1196.1661292753406,-806.0073292753407,Out of Stock
3640,FDH48,13.5,0,0.0,84.554,2009,778.986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1111.2826820226483,-332.29668202264827,Out of Stock
3641,FDX11,16.0,1,0.106731895,183.6634,2004,2544.6876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3080.6021999540853,-535.9145999540851,Out of Stock
3642,FDK33,17.85,0,0.0112259,211.956,1987,4474.176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3444.93966394647,1029.2363360535305,Excess Stock
3643,FDV36,18.7,0,0.026355345,127.102,2002,3289.052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1959.8621851353637,1329.1898148646364,Excess Stock
3644,NCW41,18.0,0,0.01548171,159.3604,2002,2059.9852,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2512.109411217438,-452.12421121743773,Out of Stock
3645,FDU32,12.857645184135976,0,0.045465958,120.8414,1985,852.8898,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,68.55807623125179,784.3317237687482,Excess Stock
3646,FDE36,5.26,1,0.041857101,162.7868,2002,4258.4568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2613.7797535971786,1644.6770464028214,Excess Stock
3647,FDO27,6.175,1,0.0,94.9752,2002,1534.0032,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1544.1522547723785,-10.14905477237835,Out of Stock
3648,FDW27,5.86,1,0.151159243,156.6314,2002,3257.7594,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2441.791429608689,815.9679703913107,Excess Stock
3649,FDJ48,12.857645184135976,0,0.056161529,246.9118,1985,5681.2714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5347.6391321179535,333.6322678820461,Excess Stock
3650,FDR11,10.5,1,0.142419608,161.1578,1987,1765.0358,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2657.597949160397,-892.562149160397,Out of Stock
3651,FDV07,9.5,0,0.031410378,110.3228,2009,2763.07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1554.2474970849905,1208.8225029150096,Excess Stock
3652,FDO50,12.857645184135976,0,0.077790204,93.0804,1985,2940.1728,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2931.513934805913,8.658865194086957,Excess Stock
3653,FDN04,11.8,1,0.014166739,178.2344,2007,2854.9504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2993.857437618225,-138.90703761822488,Out of Stock
3654,FDZ08,12.5,1,0.110215444,81.8592,2002,1238.388,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1332.6927945954421,-94.30479459544222,Out of Stock
3655,FDD05,19.35,0,0.016679143,119.3098,2009,1928.1568,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1616.386215371373,311.7705846286269,Excess Stock
3656,FDV60,20.2,1,0.117339056,195.011,2004,2749.754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3247.8935330127133,-498.1395330127134,Out of Stock
3657,NCG30,20.2,0,0.112227747,123.5046,1987,2739.1012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2018.033436897539,721.067763102461,Excess Stock
3658,FDX37,12.857645184135976,0,0.062724117,100.57,1985,5093.37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3057.6988900761617,2035.6711099238382,Excess Stock
3659,FDW24,6.8,0,0.037555348,49.6034,1999,972.068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,929.3438929823874,42.724107017612596,Excess Stock
3660,DRM48,12.857645184135976,0,0.112349962,39.1848,1985,559.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2002.7881447268414,-1443.5161447268415,Out of Stock
3661,FDF46,12.857645184135976,0,0.093217569,116.7834,1985,4952.8862,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3260.275511729794,1692.610688270206,Excess Stock
3662,NCY54,8.43,0,0.177661246,170.5422,2004,3621.2862,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2789.264988585649,832.021211414351,Excess Stock
3663,FDS35,9.3,0,0.11184963,64.6826,2007,774.9912,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1087.2286629686973,-312.2374629686973,Out of Stock
3664,FDB04,11.35,1,0.06321435,88.3856,2004,1318.284,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1501.5951650886295,-183.31116508862942,Out of Stock
3665,NCK05,20.1,0,0.077892365,59.3536,2007,918.804,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1053.8227888484344,-135.01878884843438,Out of Stock
3666,FDT46,11.35,0,0.051564827,49.0008,1998,101.2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-1140.3344535341525,1241.5360535341526,Excess Stock
3667,FDP52,12.857645184135976,1,0.070349402,228.601,1985,7350.432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5100.453738802703,2249.978261197297,Excess Stock
3668,NCR17,9.8,0,0.024521239,117.5492,2007,1390.1904,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2017.9089048795272,-627.7185048795272,Out of Stock
3669,NCN54,20.35,0,0.021447102,76.3328,2007,1312.9576,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1332.3621214219997,-19.40452142199979,Out of Stock
3670,FDX12,18.2,1,0.026059557,241.2196,2004,6507.5292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4028.7383153785613,2478.7908846214386,Excess Stock
3671,DRL23,18.35,0,0.015301418,105.2938,2004,2036.6822,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1828.9762001153244,207.70599988467552,Excess Stock
3672,DRN47,12.1,0,0.0,179.866,2002,3595.32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2838.784279949473,756.5357200505273,Excess Stock
3673,FDM25,10.695,1,0.060615254,174.0712,1987,2460.7968,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2948.0401915618313,-487.24339156183123,Out of Stock
3674,FDF52,12.857645184135976,0,0.066459891,184.2292,1985,4560.73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4324.583119899415,236.1468801005849,Excess Stock
3675,FDU21,11.8,1,0.076876046,33.1558,2002,543.2928,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,524.9222684410645,18.370531558935568,Excess Stock
3676,FDI15,13.8,0,0.14215211,263.5884,2007,2384.8956,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4122.587804565932,-1737.6922045659321,Out of Stock
3677,FDJ09,15.0,0,0.058632705,46.4744,2009,543.2928,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,465.9557688087016,77.33703119129848,Excess Stock
3678,FDW03,5.63,1,0.024541277,105.1306,1997,3135.918,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1749.3494547213222,1386.568545278678,Excess Stock
3679,FDA07,7.55,1,0.030992735,124.3072,1999,2695.1584,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2234.3242218007654,460.83417819923443,Excess Stock
3680,FDU39,18.85,0,0.036241797,57.3562,2007,1007.3554,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,992.7798727352165,14.575527264783545,Excess Stock
3681,FDI60,7.22,1,0.038398937,61.951,2002,1518.024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1017.9655020275982,500.0584979724017,Excess Stock
3682,FDK33,17.85,0,0.011258035,211.656,2002,2556.672,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3295.3809766239574,-738.7089766239574,Out of Stock
3683,FDN01,8.895,0,0.072511335,177.437,1999,3528.74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2958.7283652870183,570.0116347129815,Excess Stock
3684,FDV38,19.25,0,0.101689151,54.6956,1987,163.7868,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,817.8579759577801,-654.0711759577802,Out of Stock
3685,NCV06,11.3,0,0.066625843,194.2478,1987,2712.4692,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3174.3026233892265,-461.8334233892265,Out of Stock
3686,FDQ34,10.85,0,0.162242617,107.8622,1997,1058.622,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1643.9342426313533,-585.3122426313532,Out of Stock
3687,DRK37,5.0,0,0.0,189.853,2002,4933.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2956.2586448080065,1977.319355191994,Excess Stock
3688,NCY53,20.0,0,0.0,110.2544,1987,1454.1072,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1885.2008899673247,-431.09368996732474,Out of Stock
3689,FDD53,12.857645184135976,0,0.044008347,43.7454,1985,671.1264,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2114.726871462167,-1443.6004714621668,Out of Stock
3690,FDV49,10.0,0,0.025867353,264.6226,1999,4757.8068,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,4357.758771533554,400.04802846644634,Excess Stock
3691,FDY36,12.857645184135976,0,0.016476619,74.338,1985,146.476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-697.1551476581668,843.6311476581668,Excess Stock
3692,FDH34,8.63,0,0.031095246,185.7582,1997,3529.4058,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2946.7102213698263,582.6955786301737,Excess Stock
3693,NCD07,9.1,0,0.0,115.4518,2007,2390.8878,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1979.877307285018,411.01049271498186,Excess Stock
3694,FDB51,6.92,0,0.038422076,62.5852,1987,438.0964,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,994.800177116605,-556.703777116605,Out of Stock
3695,NCH42,6.86,0,0.061155983,228.401,1998,229.701,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1726.1238103036167,-1496.4228103036166,Out of Stock
3696,NCI31,20.0,0,0.08131178,37.819,2004,439.428,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,701.606332972157,-262.178332972157,Out of Stock
3697,FDL56,14.1,0,0.125756824,87.1198,2004,2529.3742,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1516.2848635055193,1013.0893364944809,Excess Stock
3698,FDG29,17.6,0,0.05661033,41.7454,2007,209.727,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,728.2962276757463,-518.5692276757463,Out of Stock
3699,FDJ45,17.75,0,0.073709686,35.1216,2009,415.4592,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,640.9414399625077,-225.48223996250772,Out of Stock
3700,FDJ38,8.6,1,0.040432954,191.653,2007,3795.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3251.6741263183076,543.3858736816924,Excess Stock
3701,NCO05,7.27,0,0.046749112,100.4384,2009,1970.768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1383.7546626245967,587.0133373754034,Excess Stock
3702,FDW24,6.8,0,0.062762374,50.4034,1998,48.6034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-1106.0559971173998,1154.6593971173997,Excess Stock
3703,FDN34,12.857645184135976,1,0.045542628,170.7132,1985,4904.2828,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4213.824682666425,690.4581173335746,Excess Stock
3704,FDH46,6.935,1,0.041346469,103.1332,1999,820.2656,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1839.239343739524,-1018.973743739524,Out of Stock
3705,FDW39,6.69,1,0.036903419,175.137,2004,1235.059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2979.096826111805,-1744.037826111805,Out of Stock
3706,DRK59,12.857645184135976,0,0.075084457,233.9616,1985,4452.8704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5153.640305263517,-700.7699052635171,Out of Stock
3707,FDU25,12.35,0,0.026735372,57.4246,2002,810.9444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,895.4722752157732,-84.52787521577318,Out of Stock
3708,FDC44,15.6,0,0.172453254,115.1518,1987,683.1108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1890.724829988816,-1207.6140299888161,Out of Stock
3709,FDG17,12.857645184135976,1,0.035666655,246.2486,1985,8063.5038,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5397.360285300557,2666.1435146994436,Excess Stock
3710,FDI45,13.1,0,0.037581243,175.5054,1997,2451.4756,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2830.053305341926,-378.5777053419256,Out of Stock
3711,FDK08,9.195,1,0.122202946,100.1016,1987,1619.2256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1765.0399206429092,-145.81432064290925,Out of Stock
